PG/SF,John Konchar (16337301),John Konchar,16337301,PG/SF/F/G/UTIL,3300,MEM@NO 02/06/2021 09:00PM ET,MEM,17.3
SF/PF,Jake Layman (16337336),Jake Layman,16337336,SF/PF/F/UTIL,3300,MIN@OKC 02/06/2021 08:00PM ET,MIN,11.04
SG,Landry Shamet (16337333),Landry Shamet,16337333,SG/G/UTIL,3300,BKN@PHI 02/06/2021 08:00PM ET,BKN,10.95
SG/SF,Bogdan Bogdanovic (16337324),Bogdan Bogdanovic,16337324,SG/SF/F/G/UTIL,3200,TOR@ATL 02/06/2021 08:00PM ET,ATL,19.44
PG/SG,Damyean Dotson (16337340),Damyean Dotson,16337340,PG/SG/G/UTIL,3200,MIL@CLE 02/06/2021 08:00PM ET,CLE,14.99
SF,Lamar Stevens (16337351),Lamar Stevens,16337351,SF/F/UTIL,3200,MIL@CLE 02/06/2021 08:00PM ET,CLE,9.69
PG/SG,Trey Burke (16337329),Trey Burke,16337329,PG/SG/G/UTIL,3200,GS@DAL 02/06/2021 08:30PM ET,DAL,15.54
C,Drew Eubanks (16337344),Drew Eubanks,16337344,C/UTIL,3200,SA@HOU 02/06/2021 08:00PM ET,SA,10.04
PF/C,Trey Lyles (16337354),Trey Lyles,16337354,PF/C/F/UTIL,3200,SA@HOU 02/06/2021 08:00PM ET,SA,7.58
PF,Sekou Doumbouya (16337388),Sekou Doumbouya,16337388,PF/F/UTIL,3200,DET@LAL 02/06/2021 10:00PM ET,DET,8.82
SG/SF,JJ Redick (16337346),JJ Redick,16337346,SG/SF/F/G/UTIL,3200,MEM@NO 02/06/2021 09:00PM ET,NO,13.10
PG,D.J. Augustin (16337365),D.J. Augustin,16337365,PG/G/UTIL,3100,MIL@CLE 02/06/2021 08:00PM ET,MIL,12.76
SG,Mychal Mulder (16337374),Mychal Mulder,16337374,SG/G/UTIL,3100,GS@DAL 02/06/2021 08:30PM ET,GS,6.84
C,Boban Marjanovic (16337381),Boban Marjanovic,16337381,C/UTIL,3100,GS@DAL 02/06/2021 08:30PM ET,DAL,8.6
SG,Ben McLemore (16337371),Ben McLemore,16337371,SG/G/UTIL,3100,SA@HOU 02/06/2021 08:00PM ET,HOU,12.41
SG/SF,Rodney McGruder (16337383),Rodney McGruder,16337383,SG/SF/F/G/UTIL,3100,DET@LAL 02/06/2021 10:00PM ET,DET,5.83
PF,Kostas Antetokounmpo (16337541),Kostas Antetokounmpo,16337541,PF/F/UTIL,3100,DET@LAL 02/06/2021 10:00PM ET,LAL,8
SF/PF,Darius Miller (16337377),Darius Miller,16337377,SF/PF/F/UTIL,3100,MIN@OKC 02/06/2021 08:00PM ET,OKC,6.8
C,Cristiano Felicio (16337360),Cristiano Felicio,16337360,C/UTIL,3100,CHI@ORL 02/06/2021 07:00PM ET,CHI,8.5
PG,Tomas Satoransky (16337368),Tomas Satoransky,16337368,PG/G/UTIL,3100,CHI@ORL 02/06/2021 07:00PM ET,CHI,14.78
C,Tony Bradley (16337358),Tony Bradley,16337358,C/UTIL,3100,BKN@PHI 02/06/2021 08:00PM ET,PHI,14.39
SF,Matisse Thybulle (16337362),Matisse Thybulle,16337362,SF/F/UTIL,3100,BKN@PHI 02/06/2021 08:00PM ET,PHI,10.39
SG/SF,Iman Shumpert (16337391),Iman Shumpert,16337391,SG/SF/F/G/UTIL,3100,BKN@PHI 02/06/2021 08:00PM ET,BKN,0
PG/SG,Skylar Mays (16337419),Skylar Mays,16337419,PG/SG/G/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,ATL,1.2
C,Bruno Fernando (16337426),Bruno Fernando,16337426,C/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,ATL,7.21
C,Onyeka Okongwu (16337428),Onyeka Okongwu,16337428,C/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,ATL,11.6
PF/C,Nathan Knight (16337430),Nathan Knight,16337430,PF/C/F/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,ATL,5.75
SG,Matt Thomas (16337555),Matt Thomas,16337555,SG/G/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,TOR,5.25
PG,Patrick McCaw (16337561),Patrick McCaw,16337561,PG/G/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,TOR,0
PG,Malachi Flynn (16337564),Malachi Flynn,16337564,PG/G/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,TOR,5.60
SG,Jalen Harris (16337567),Jalen Harris,16337567,SG/G/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,TOR,0.38
SG/SF,Paul Watson (16337590),Paul Watson,16337590,SG/SF/F/G/UTIL,3000,TOR@ATL 02/06/2021 08:00PM ET,TOR,3.6
C,JaVale McGee (16337398),JaVale McGee,16337398,C/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,CLE,19.88
C,Marques Bolden (16337434),Marques Bolden,16337434,C/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,CLE,3.58
PF,Dean Wade (16337442),Dean Wade,16337442,PF/F/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,CLE,4.43
PF,Thanasis Antetokounmpo (16337574),Thanasis Antetokounmpo,16337574,PF/F/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,MIL,7.25
PG,Jaylen Adams (16337577),Jaylen Adams,16337577,PG/G/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,MIL,1.42
PF/C,D.J. Wilson (16337580),D.J. Wilson,16337580,PF/C/F/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,MIL,8.5
SG,Sam Merrill (16337584),Sam Merrill,16337584,SG/G/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,MIL,4.89
PF,Mamadi Diakite (16337587),Mamadi Diakite,16337587,PF/F/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,MIL,0
SF/PF,Jordan Nwora (16337601),Jordan Nwora,16337601,SF/PF/F/UTIL,3000,MIL@CLE 02/06/2021 08:00PM ET,MIL,8.08
SG,Nate Hinton (16337490),Nate Hinton,16337490,SG/G/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,DAL,1.92
PG,Tyrell Terry (16337493),Tyrell Terry,16337493,PG/G/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,DAL,3.32
PF,Tyler Bey (16337496),Tyler Bey,16337496,PF/F/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,DAL,2.94
SF,Wes Iwundu (16337499),Wes Iwundu,16337499,SF/F/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,DAL,6.77
SF/PF,Josh Green (16337510),Josh Green,16337510,SF/PF/F/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,DAL,6.54
SF,Klay Thompson (16337629),Klay Thompson,16337629,SF/F/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,GS,0
C,Marquese Chriss (16337632),Marquese Chriss,16337632,C/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,GS,17.88
PG/SF,Jordan Poole (16337634),Jordan Poole,16337634,PG/SF/F/G/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,GS,9.17
PG,Nico Mannion (16337643),Nico Mannion,16337643,PG/G/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,GS,6.83
PF/C,Alen Smailagic (16337659),Alen Smailagic,16337659,PF/C/F/UTIL,3000,GS@DAL 02/06/2021 08:30PM ET,GS,0
PG,Dante Exum (16337436),Dante Exum,16337436,PG/G/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,HOU,12.21
PG,Chris Clemons (16337439),Chris Clemons,16337439,PG/G/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,HOU,0
SG,Mason Jones (16337445),Mason Jones,16337445,SG/G/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,HOU,11.98
SG,Brodric Thomas (16337448),Brodric Thomas,16337448,SG/G/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,HOU,5.88
PF,Rodions Kurucs (16337451),Rodions Kurucs,16337451,PF/F/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,HOU,3.52
PF,KJ Martin Jr. (16337467),KJ Martin Jr.,16337467,PF/F/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,HOU,9.25
SG,Quinndary Weatherspoon (16337595),Quinndary Weatherspoon,16337595,SG/G/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,SA,2.58
PG,Tre Jones (16337598),Tre Jones,16337598,PG/G/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,SA,2.67
SF/PF,Keita Bates-Diop (16337611),Keita Bates-Diop,16337611,SF/PF/F/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,SA,1.04
PF,Luka Samanic (16337626),Luka Samanic,16337626,PF/F/UTIL,3000,SA@HOU 02/06/2021 08:00PM ET,SA,2
SG,Wesley Matthews (16337517),Wesley Matthews,16337517,SG/G/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,LAL,9.21
PF/C,Markieff Morris (16337524),Markieff Morris,16337524,PF/C/F/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,LAL,10.83
PG,Quinn Cook (16337528),Quinn Cook,16337528,PG/G/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,LAL,2.92
SF/PF,Jared Dudley (16337531),Jared Dudley,16337531,SF/PF/F/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,LAL,2.08
PF,Devontae Cacok (16337535),Devontae Cacok,16337535,PF/F/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,LAL,2
SF/PF,Alfonzo McKinnie (16337544),Alfonzo McKinnie,16337544,SF/PF/F/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,LAL,3.06
C,Jahlil Okafor (16337666),Jahlil Okafor,16337666,C/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,DET,7.94
SG,Svi Mykhailiuk (16337668),Svi Mykhailiuk,16337668,SG/G/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,DET,11.64
PG,Frank Jackson (16337671),Frank Jackson,16337671,PG/G/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,DET,4.39
PG,Saben Lee (16337674),Saben Lee,16337674,PG/G/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,DET,5.71
SG,Deividas Sirvydis (16337681),Deividas Sirvydis,16337681,SG/G/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,DET,0
PG,Killian Hayes (16337684),Killian Hayes,16337684,PG/G/UTIL,3000,DET@LAL 02/06/2021 10:00PM ET,DET,11.07
C,Will Magnay (16337396),Will Magnay,16337396,C/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,NO,0
SF/PF,Naji Marshall (16337404),Naji Marshall,16337404,SF/PF/F/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,NO,1.67
SG/SF,Sindarius Thornwell (16337502),Sindarius Thornwell,16337502,SG/SF/F/G/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,NO,3.16
PG,Kira Lewis Jr. (16337507),Kira Lewis Jr.,16337507,PG/G/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,NO,6.92
PF,Nicolo Melli (16337514),Nicolo Melli,16337514,PF/F/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,NO,7.23
SF/PF,Wenyen Gabriel (16337520),Wenyen Gabriel,16337520,SF/PF/F/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,NO,2.62
PG,Tim Frazier (16337646),Tim Frazier,16337646,PG/G/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,MEM,6.67
PG/SF,Justise Winslow (16337649),Justise Winslow,16337649,PG/SF/F/G/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,MEM,0
SG/SF,Sean McDermott (16337654),Sean McDermott,16337654,SG/SF/F/G/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,MEM,4.75
PF,Killian Tillie (16337663),Killian Tillie,16337663,PF/F/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,MEM,0
PF/C,Jontay Porter (16337677),Jontay Porter,16337677,PF/C/F/UTIL,3000,MEM@NO 02/06/2021 09:00PM ET,MEM,0
PG/SG,Ty Jerome (16337454),Ty Jerome,16337454,PG/SG/G/UTIL,3000,MIN@OKC 02/06/2021 08:00PM ET,OKC,0
C,Moses Brown (16337458),Moses Brown,16337458,C/UTIL,3000,MIN@OKC 02/06/2021 08:00PM ET,OKC,7.68
SF,Aleksej Pokusevski (16337464),Aleksej Pokusevski,16337464,SF/F/UTIL,3000,MIN@OKC 02/06/2021 08:00PM ET,OKC,12.38
SF,Josh Hall (16337470),Josh Hall,16337470,SF/F/UTIL,3000,MIN@OKC 02/06/2021 08:00PM ET,OKC,4.61
PG,Jordan McLaughlin (16337605),Jordan McLaughlin,16337605,PG/G/UTIL,3000,MIN@OKC 02/06/2021 08:00PM ET,MIN,15.36
PG,Ashton Hagans (16337608),Ashton Hagans,16337608,PG/G/UTIL,3000,MIN@OKC 02/06/2021 08:00PM ET,MIN,-0.25
PG,Frank Mason III (16337408),Frank Mason III,16337408,PG/G/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,ORL,10.75
PG,Markelle Fultz (16337411),Markelle Fultz,16337411,PG/G/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,ORL,26.66
C,Mo Bamba (16337414),Mo Bamba,16337414,C/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,ORL,8.78
PG,Karim Mane (16337416),Karim Mane,16337416,PG/G/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,ORL,3.67
PF,Jonathan Isaac (16337423),Jonathan Isaac,16337423,PF/F/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,ORL,0
SF/PF,Al-Farouq Aminu (16337460),Al-Farouq Aminu,16337460,SF/PF/F/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,ORL,0
PG,Ryan Arcidiacono (16337538),Ryan Arcidiacono,16337538,PG/G/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,CHI,13
PG,Devon Dotson (16337548),Devon Dotson,16337548,PG/G/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,CHI,5.25
PG/SG,Adam Mokoka (16337551),Adam Mokoka,16337551,PG/SG/G/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,CHI,4.58
SF,Chandler Hutchison (16337558),Chandler Hutchison,16337558,SF/F/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,CHI,6.29
PF/C,Luke Kornet (16337570),Luke Kornet,16337570,PF/C/F/UTIL,3000,CHI@ORL 02/06/2021 07:00PM ET,CHI,4.75
PF/C,Reggie Perry (16337400),Reggie Perry,16337400,PF/C/F/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,BKN,10.20
SF,Rayjon Tucker (16337473),Rayjon Tucker,16337473,SF/F/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,PHI,0
PF,Mike Scott (16337476),Mike Scott,16337476,PF/F/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,PHI,9.88
SG,Isaiah Joe (16337479),Isaiah Joe,16337479,SG/G/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,PHI,11.58
C,Vincent Poirier (16337482),Vincent Poirier,16337482,C/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,PHI,3.5
SF,Terrance Ferguson (16337484),Terrance Ferguson,16337484,SF/F/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,PHI,0.62
PF,Paul Reed (16337487),Paul Reed,16337487,PF/F/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,PHI,8.5
PG,Tyler Johnson (16337615),Tyler Johnson,16337615,PG/G/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,BKN,4.82
SG,Spencer Dinwiddie (16337618),Spencer Dinwiddie,16337618,SG/G/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,BKN,18.08
C,Norvel Pelle (16337621),Norvel Pelle,16337621,C/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,BKN,0
PG,Chris Chiozza (16337623),Chris Chiozza,16337623,PG/G/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,BKN,10.69
PF/C,Nicolas Claxton (16337639),Nicolas Claxton,16337639,PF/C/F/UTIL,3000,BKN@PHI 02/06/2021 08:00PM ET,BKN,0
